Unnamed: 0,address,city,floor,id,latitude,longitude,price,rooms,sq,year
0,Podgorze Zabocie Stanisawa Klimeckiego,Krakow,2.0,23918.0,50.0492242,19.9703793,749000.0,3.0,74.05,2021.0
1,PragaPoudnie Grochowska,Warszawa,3.0,17828.0,52.2497745,21.1068857,240548.0,1.0,24.38,2021.0
2,Krowodrza Czarnowiejska,Krakow,2.0,22784.0,50.0669642,19.9200249,427000.0,2.0,37.0,1970.0
3,Grunwald,Poznan,2.0,4315.0,52.404212,16.882542,1290000.0,5.0,166.0,1935.0
4,Ochota Gotowy budynek Stan deweloperski Ostatnie mieszkanie,Warszawa,1.0,11770.0,52.212225,20.9726299,996000.0,5.0,105.0,2020.0
5,Nowa Huta Czyzyny ul Wonicow,Krakow,2.0,26071.0,50.0469432,19.997153435836697,414600.0,1.0,34.55,2022.0
6,Podgorze Paszow Koszykarska,Krakow,0.0,22569.0,50.0498929,19.9906026,750000.0,4.0,81.4,2021.0
7,Mokotow Pory,Warszawa,10.0,13308.0,52.1840585,21.044302,2890000.0,6.0,280.0,2003.0
8,Ursynow Wyzyny,Warszawa,3.0,11387.0,52.1402821,21.0563452,615000.0,4.0,63.4,1982.0
9,Bemowo,Warszawa,1.0,10904.0,52.2389738,20.9132881,429000.0,1.0,40.0,1999.0
10,rodmiecie,Warszawa,0.0,16251.0,52.2328098,21.019067,375000.0,1.0,29.0,1968.0
11,PragaPoudnie Gocaw,Warszawa,2.0,13355.0,52.2286331,21.1065722,520000.0,3.0,67.0,1989.0
12,Biaoeka,Warszawa,0.0,15740.0,52.3196649,21.0211773,400000.0,3.0,57.0,2020.0
13,Nowe Miasto Malta Florentyny Luboinskiej 5,Poznan,0.0,6081.0,52.3916079,16.99406261278815,421427.0,3.0,60.29,2019.0
14,Wola,Warszawa,0.0,12035.0,52.2362379,20.9547815,591771.83,2.0,52.27,2021.0
15,Grunwald wierzawska,Poznan,8.0,1085.0,52.4006632,16.91973259178088,547000.0,4.0,77.39,2020.0
16,Biaoeka,Warszawa,2.0,10118.0,52.3196649,21.0211773,489000.0,2.0,52.0,2005.0
17,Grunwald Gorczyn ul Ceglana,Poznan,1.0,3518.0,52.3709933,16.8631459,618636.0,3.0,66.52,2020.0
18,Krowodrza Stanisawa Konarskiego,Krakow,2.0,27706.0,50.0840413,19.97816046757792,280000.0,1.0,16.2,1930.0
19,PragaPoudnie,Warszawa,1.0,9813.0,52.2373961,21.0712578,393800.0,1.0,35.8,2021.0
20,Ursynow ul Nowoursynowska,Warszawa,0.0,10053.0,52.16658235,21.04068566034108,869000.0,3.0,67.4,2008.0
21,Ochota Stara Ochota,Warszawa,3.0,12716.0,52.21691,20.97827,950000.0,3.0,72.0,1960.0
22,Nowe Miasto Malta ul Katowicka,Poznan,3.0,5789.0,52.3973449,16.9619394,563905.0,4.0,77.78,2022.0
23,Bemowo ul ks Juliana Chrocickiego,Warszawa,4.0,9002.0,52.2319581,21.0067249,670000.0,3.0,65.1,2013.0
24,Stare Miasto Wilczak Wilczak 16 A,Poznan,1.0,6235.0,52.4300916,16.9514725830321,442700.0,3.0,58.25,2020.0
25,Jezyce,Poznan,4.0,4837.0,52.413045,16.9022122,496369.0,2.0,41.57,2020.0
26,Prsdnik Czerwony ul liczna,Krakow,1.0,20324.0,50.0469432,19.997153435836697,756707.4,4.0,82.43,2021.0
27,Stare Miasto,Krakow,0.0,25697.0,50.0590398,19.93716829792899,949000.0,2.0,84.8,1936.0
28,rodmiecie Mokotowska,Warszawa,2.0,7519.0,52.2215263,21.0185237,2256000.0,3.0,94.0,1890.0
29,Prsdnik Biay Henryka Pachonskiego,Krakow,6.0,22385.0,50.0949773,19.920405494289955,405900.0,2.0,41.0,2022.0
30,Debniki Ruczaj prof Michaa Bobrzynskiego,Krakow,4.0,30144.0,50.0206269,19.8981903,699000.0,2.0,60.0,2010.0
31,Grunwald Jeleniogorska 13,Poznan,0.0,5569.0,52.404212,16.882542,456711.0,3.0,66.19,2021.0
32,rodmiecie Grzybowska,Warszawa,10.0,7807.0,52.2357458,20.993720703559504,440000.0,2.0,39.0,1972.0
33,Podgorze Zabocie,Krakow,3.0,27693.0,50.0478769,19.961368688357496,530000.0,1.0,31.0,2016.0
34,Podgorze Rzemielnicza,Krakow,2.0,28526.0,50.0469432,19.997153435836697,529000.0,3.0,53.84,2021.0
35,Jezyce ul w Wawrzynca 11,Poznan,5.0,5073.0,52.4201252,16.8956979,360916.0,2.0,39.23,2022.0
36,PragaPonoc Zsbkowska,Warszawa,1.0,13408.0,52.2548127,21.0478273,840000.0,2.0,47.0,2019.0
37,rodmiecie ul Mokotowska,Warszawa,2.0,9207.0,52.2215263,21.0185237,1699000.0,2.0,65.55,2009.0
38,Stare Miasto Piasek obzowska,Krakow,1.0,20681.0,50.0713737,19.9280904,620000.0,2.0,43.0,1990.0
39,Wola Kopot,Warszawa,1.0,9194.0,52.2572165,20.9777793,865000.0,2.0,51.59,2020.0
40,PragaPoudnie Mlsdzka,Warszawa,4.0,15720.0,52.2319581,21.0067249,670000.0,2.0,50.0,2018.0
41,Podgorze Duchackie Kurdwanow por Halszki,Krakow,0.0,18497.0,50.00581295,19.94770943906044,159000.0,2.0,49.0,2000.0
42,Zwierzyniec Wola Justowska Jesionowa,Krakow,0.0,29381.0,50.067974,19.8748544,899000.0,3.0,74.44,2020.0
43,Stare Miasto pl Na Groblach,Krakow,0.0,26869.0,50.0561004,19.9320048,595000.0,1.0,31.24,2019.0
44,Stare Miasto Naramowice ul Czarnucha,Poznan,1.0,2011.0,52.4499763,16.9527562,507830.4,3.0,75.57,2020.0
45,Wola,Warszawa,1.0,6596.0,52.2362379,20.9547815,530000.0,1.0,37.0,2003.0
46,Podgorze Duchackie ul Walerego Sawka,Krakow,6.0,24758.0,50.0242313,19.959569,539000.0,3.0,57.81,2021.0
47,Mokotow,Warszawa,0.0,10527.0,52.1939874,21.0457809,458000.0,2.0,44.0,1974.0
48,Ochota Grojecka,Warszawa,4.0,12808.0,52.211874,20.977725,319000.0,1.0,23.0,1960.0
49,Nowe Miasto Malta ul Katowicka,Poznan,0.0,4954.0,52.3973449,16.9619394,430695.0,3.0,50.67,2022.0
50,Grzegorzki ul Fabryczna,Krakow,8.0,28842.0,50.058444,19.9702351,971904.0,3.0,75.93,2021.0
51,Wzgorza Krzesawickie ulGustawa Morcinka,Krakow,0.0,26701.0,50.1047809,20.0362743,270648.0,2.0,37.59,2022.0
52,Debniki KlinyZacisze bpa Albina Maysiaka,Krakow,1.0,23510.0,49.9988318,19.8938784,266500.0,1.0,31.59,2020.0
53,Wola Juliana Konstantego Ordona,Warszawa,1.0,14803.0,52.2247928,20.9525803,517329.0,2.0,45.24,2021.0
54,Biaoeka,Warszawa,1.0,15658.0,52.3196649,21.0211773,430336.0,1.0,33.62,2019.0
55,Nowa Huta Czyzyny,Krakow,6.0,26149.0,50.0816349,20.016490706002102,498000.0,2.0,49.08,2019.0
56,Krowodrza,Krakow,10.0,23192.0,50.07087985,19.91656311814478,455000.0,3.0,45.0,1976.0
57,Jezyce ul w Wawrzynca 11,Poznan,0.0,5090.0,52.4201252,16.8956979,474128.2,3.0,62.14,2022.0
58,Wola Mirow Jaktorowska,Warszawa,4.0,11641.0,52.2342783,20.978731,420000.0,1.0,26.8,2017.0
59,PragaPoudnie Gocaw,Warszawa,3.0,9610.0,52.2286331,21.1065722,486540.0,2.0,44.94,2022.0
60,Bronowice ul Bronowicka 5,Krakow,4.0,28296.0,50.0778251,19.90068098696576,1038636.0,3.0,88.02,2021.0
61,Grzegorzki ul Fabryczna,Krakow,5.0,28954.0,50.058444,19.9702351,533455.0,1.0,36.79,2021.0
62,BiezanowProkocim Zocieniowa,Krakow,0.0,19457.0,50.0181408,20.0508626,382301.0,2.0,52.37,2020.0
63,Nowe Miasto Malta ul Katowicka,Poznan,2.0,5745.0,52.3973449,16.9619394,417112.5,2.0,47.67,2022.0
64,Prsdnik Czerwony ul Celarowska,Krakow,2.0,20837.0,50.081864,19.9546492,349000.0,2.0,37.06,1980.0
65,Stare Miasto Centrum ul Ostrow Tumski,Poznan,3.0,77.0,52.4113371,16.9476211,445000.0,2.0,39.06,2021.0
66,Nowe Miasto Malta abpa Walentego Dymka,Poznan,2.0,4250.0,52.3938613,16.9910647,461004.0,3.0,60.4,2020.0
67,PragaPoudnie Saska Kepa,Warszawa,3.0,12598.0,52.23280325,21.054660077101246,670000.0,2.0,38.0,1938.0
68,Stare Miasto Starowilna,Krakow,3.0,25004.0,50.0469432,19.997153435836697,709000.0,2.0,53.4,1926.0
69,Nowe Miasto Kobyle Pole ul abp Walentego Dymka,Poznan,3.0,3733.0,52.4006632,16.91973259178088,468300.0,3.0,66.9,2022.0
70,Grzegorzki Dsbie Dsbska,Krakow,0.0,20454.0,50.064613,19.9820189,730000.0,3.0,73.81,2013.0
71,Podgorze Okolna,Krakow,4.0,21240.0,50.0164142,19.9837781,439000.0,3.0,48.2,1980.0
72,Wola Mirow Srebrna,Warszawa,9.0,15326.0,52.2270648,20.9879443,519000.0,2.0,35.5,1963.0
73,PragaPoudnie Saska Kepa Miedzynarodowa,Warszawa,1.0,18213.0,52.2333644,21.0678467,515000.0,2.0,37.5,1970.0
74,Biaoeka,Warszawa,2.0,15659.0,52.3196649,21.0211773,460000.0,3.0,65.0,2019.0
75,PragaPoudnie Grochowska,Warszawa,4.0,7850.0,52.2497745,21.1068857,480000.0,2.0,43.9,1970.0
76,Wilanow ul Adama Branickiego,Warszawa,0.0,15754.0,52.154572,21.0706211,1388000.0,3.0,110.8,2015.0
77,PragaPoudnie,Warszawa,9.0,16147.0,52.2373961,21.0712578,699000.0,2.0,55.2,2012.0
78,rodmiecie ul Grzybowska,Warszawa,6.0,17600.0,52.2357458,20.993720703559504,430000.0,2.0,28.0,1980.0
79,Wochy,Warszawa,4.0,11572.0,52.1861093,20.9484377,550000.0,3.0,49.0,1971.0
80,Jezyce,Poznan,1.0,1203.0,52.413045,16.9022122,289000.0,2.0,37.56,1949.0
81,Biaoeka Ksty Grodziskie,Warszawa,1.0,10910.0,52.3246245,21.0547602,393000.0,3.0,53.0,2021.0
82,Podgorze ul Koszykarska,Krakow,2.0,22169.0,50.0498929,19.9906026,543558.0,3.0,53.0,2021.0
83,PragaPoudnie Gocaw ul gen Tadeusza BoraKomorowskiego,Warszawa,1.0,6918.0,52.2319581,21.0067249,630000.0,2.0,43.89,2020.0
84,Nowe Miasto Rataje os Piastowskie,Poznan,10.0,804.0,52.3958333,17.2202778,348900.0,2.0,48.4,1977.0
85,Nowe Miasto Komandoria,Poznan,0.0,1788.0,52.4122222,16.9694444,499000.0,2.0,60.0,2000.0
86,Wilda Przemysowa,Poznan,1.0,250.0,52.392868,16.9194578,385000.0,2.0,59.1,1920.0
87,BiezanowProkocim Zocien,Krakow,4.0,21395.0,50.0225216,20.0481276,290829.0,2.0,37.77,2021.0
88,Nowa Huta Okulickiego,Krakow,1.0,21713.0,50.087129,19.9950474,580000.0,3.0,62.0,2014.0
89,Mokotow,Warszawa,7.0,12413.0,52.1939874,21.0457809,916860.0,3.0,65.0,2018.0
90,Biaoeka,Warszawa,2.0,11586.0,52.3196649,21.0211773,659000.0,4.0,75.3,2017.0
91,Stare Miasto Miodowa,Krakow,3.0,25196.0,50.05278,19.9447455,985000.0,3.0,53.0,1920.0
92,maopolskie,Krakow,3.0,18338.0,50.0619474,19.9368564,429000.0,2.0,46.69,2021.0
93,BiezanowProkocim Biezanow,Krakow,4.0,26721.0,50.0128958,20.0258584,372154.0,3.0,50.98,2021.0
94,Podgorze Duchackie Wola Duchacka,Krakow,5.0,22257.0,50.0146222,19.953758,546910.0,3.0,60.1,2021.0
95,Bronowice Stanczyka,Krakow,1.0,29033.0,50.0788285,19.8942504,302111.2,1.0,29.33,2021.0
96,Wilanow Sarmacka,Warszawa,1.0,6291.0,52.1656517,21.0767961,1250000.0,3.0,94.83,2007.0
97,Mistrzejowice,Krakow,1.0,27576.0,50.09742625,20.00960263225891,502374.0,4.0,66.12,2020.0
98,Ursynow,Warszawa,2.0,6443.0,52.141039,21.0323214,875000.0,3.0,72.0,2001.0
99,Zoliborz Rydygiera,Warszawa,1.0,11601.0,52.2590164,20.9919642,518100.0,1.0,31.4,2020.0
100,Mokotow Sielce Aleksandra Gierymskiego,Warszawa,1.0,8348.0,52.1988937,21.0358363,350000.0,2.0,33.18,1980.0
101,Prsdnik Biay Henryka Pachonskiego,Krakow,5.0,20534.0,50.0949773,19.920405494289955,418362.0,3.0,46.94,2021.0
102,Nowe Miasto Malta ul Katowicka,Poznan,3.0,5820.0,52.3973449,16.9619394,326705.0,2.0,34.39,2022.0
103,Ursynow Wyczoki ul Kobucka,Warszawa,3.0,6270.0,52.1599734,20.990916185264226,840000.0,3.0,66.0,2018.0
104,Ursus,Warszawa,2.0,13586.0,52.1960985,20.8828989,799990.0,3.0,77.75,2007.0
105,Nowe Miasto Malta ul Katowicka,Poznan,4.0,5079.0,52.3973449,16.9619394,308750.0,2.0,32.5,2022.0
106,Grunwald ul Artura Grottgera,Poznan,1.0,4000.0,52.4013241,16.8972699,499999.0,2.0,63.0,1935.0
107,Prsdnik Czerwony,Krakow,2.0,21409.0,50.0859419,19.96660060819073,510000.0,3.0,52.83,1980.0
108,Bielany,Warszawa,10.0,16061.0,52.2776126,20.9472054,539000.0,3.0,51.0,1972.0
109,Biaoeka ul Mikoaja Trsby,Warszawa,1.0,8399.0,52.2319581,21.0067249,401000.0,2.0,48.0,2020.0
110,agiewnikiBorek Faecki Zakopianska,Krakow,1.0,28507.0,50.0230861,19.9337391,619000.0,4.0,88.3,1911.0
111,Debniki Ruczaj Chmieleniec,Krakow,1.0,29709.0,50.0204807,19.8980137,529900.0,2.0,54.0,2007.0
112,PragaPoudnie Gocaw,Warszawa,9.0,16684.0,52.2286331,21.1065722,565000.0,3.0,65.0,1980.0
113,Jezyce Podolany,Poznan,3.0,632.0,52.456781,16.887939,289000.0,2.0,29.17,2020.0
114,Wola,Warszawa,6.0,16651.0,52.2362379,20.9547815,1930000.0,5.0,120.0,2020.0
115,Prsdnik Biay Jozefa Chemonskiego,Krakow,1.0,25490.0,50.0863097,19.9139884,440000.0,2.0,48.4,2008.0
116,BiezanowProkocim,Krakow,0.0,28245.0,50.01706235,20.022991856015395,498312.0,4.0,61.52,2021.0
117,Wilanow Piechoty anowej,Warszawa,1.0,9761.0,52.1728323,21.0851058,4150000.0,6.0,257.92,2020.0
118,Wola Czyste,Warszawa,1.0,12591.0,52.2200627,20.9652859,1169000.0,4.0,69.28,2018.0
119,Prsdnik Czerwony Reduta,Krakow,3.0,18405.0,50.1609054,19.743089127291668,680000.0,3.0,61.01,2017.0
120,Mistrzejowice ul Piasta Koodzieja,Krakow,6.0,28349.0,50.0986433,20.0132206,756284.0,4.0,87.94,2020.0
121,Ursynow ul Kobucka,Warszawa,1.0,12867.0,52.1599734,20.990916185264226,495000.0,2.0,42.9,2020.0
122,Stare Miasto,Krakow,4.0,22172.0,50.0590398,19.93716829792899,399000.0,1.0,24.5,1930.0
123,Targowek,Warszawa,9.0,11585.0,52.2751918,21.0580854,315000.0,1.0,30.5,1973.0
124,Nowa Huta Czyzyny Nowohucka 46,Krakow,1.0,30171.0,50.0558029,19.9993305,305370.0,1.0,26.1,2022.0
125,Podgorze Duchackie Wola Duchacka Henryka Kamienskiego,Krakow,7.0,20826.0,50.0288704,19.9568753,369000.0,2.0,38.86,2021.0
126,Wilda,Poznan,3.0,1124.0,52.3897748,16.9174381,435000.0,1.0,38.0,2020.0
127,PragaPonoc Zsbkowska,Warszawa,5.0,8609.0,52.2548127,21.0478273,1150000.0,3.0,79.0,2019.0
128,Ursus Krolow Polskich,Warszawa,0.0,13657.0,52.24932145,20.993173619961663,569000.0,3.0,63.3,2005.0
129,rodmiecie,Warszawa,10.0,13009.0,52.2328098,21.019067,9506700.0,5.0,271.6,2021.0
130,Targowek Turmoncka,Warszawa,0.0,12528.0,52.2968599,21.0366559,450000.0,3.0,47.5,1973.0
131,Krowodrza Stara Krowodrza,Krakow,2.0,21343.0,50.0788515,19.928968,785000.0,3.0,49.41,2019.0
132,Grunwald ul Budziszynska,Poznan,0.0,1764.0,52.3932361,16.8411942,503690.0,3.0,60.25,2021.0
133,Stare Miasto Pistkowo,Poznan,4.0,372.0,52.4006632,16.91973259178088,479000.0,3.0,67.3,1980.0
134,Mokotow ul Wygledowska,Warszawa,1.0,7746.0,52.1950111,20.9852946,1228000.0,3.0,78.6,2006.0
135,Nowe Miasto Malta ul Katowicka,Poznan,1.0,5694.0,52.3973449,16.9619394,470160.0,2.0,58.77,2022.0
136,Podgorze Duchackie Walerego Sawka,Krakow,6.0,24119.0,50.0242313,19.959569,419000.0,2.0,44.26,2020.0
137,Mokotow Aleja Lotnikow,Warszawa,4.0,8499.0,52.2161447,21.009288520108694,545000.0,2.0,43.0,1975.0
138,Stare Miasto Naramowice,Poznan,1.0,654.0,52.4496489,16.9494082,199000.0,1.0,25.0,2021.0
139,Podgorze Paszow,Krakow,1.0,24086.0,50.0345327,19.9754459,523000.0,3.0,65.38,2022.0
140,BiezanowProkocim Republiki Korczakowskiej,Krakow,6.0,24302.0,50.0163919,20.0008638,619000.0,3.0,62.5,2014.0
141,Podgorze Duchackie Wola Duchacka Adama Bochenka,Krakow,0.0,27521.0,50.0127186,19.9775244,319000.0,2.0,35.41,2021.0
142,Prsdnik Biay Gorka Narodowa abp Zygmunta Szczesnego Felinskiego,Krakow,4.0,27631.0,50.1003474,19.9684566,519000.0,2.0,55.67,2014.0
143,Mokotow Sadyba Jana III Sobieskiego,Warszawa,4.0,8180.0,52.2174171,21.0354469,955241.0,4.0,82.0,2021.0
144,Biaoeka Nowodwory,Warszawa,1.0,14817.0,52.35123,20.9444889,380000.0,2.0,38.7,2001.0
145,Prsdnik Biay Stefana Banacha,Krakow,1.0,20790.0,50.1015333,19.9640995,528381.0,3.0,57.9,2021.0
146,maopolskie,Krakow,9.0,23132.0,50.0619474,19.9368564,532350.0,3.0,68.25,2018.0
147,Jezyce ul w Wawrzynca 11,Poznan,5.0,5042.0,52.4201252,16.8956979,905951.2,4.0,93.59,2022.0
148,rodmiecie,Warszawa,10.0,10155.0,52.2328098,21.019067,1650000.0,4.0,160.0,2000.0
149,Krowodrza Kazimierza Wielkiego,Krakow,1.0,21223.0,50.073573,19.9193678,630015.0,3.0,48.5,2020.0
150,Bielany ul Josepha Conrada,Warszawa,2.0,16656.0,52.2725335,20.9296699562365,659000.0,4.0,68.7,1978.0
151,Nowa Huta Czyzyny ul Sotysowska,Krakow,3.0,22542.0,50.0605887,20.0240353,535200.0,3.0,55.75,2022.0
152,Nowa Huta Czyzyny,Krakow,2.0,27385.0,50.0816349,20.016490706002102,295000.0,2.0,27.0,2019.0
153,Mokotow ul Biaego Debu 1,Warszawa,2.0,7769.0,52.183924,21.042562,1469300.0,4.0,91.63,2021.0
154,Debniki Ruczaj dr Jana Piltza,Krakow,4.0,20156.0,50.0076191,19.8888826,352644.0,2.0,35.27,2021.0
155,Jezyce ul w Wawrzynca 11,Poznan,4.0,5045.0,52.4201252,16.8956979,551561.1,3.0,68.01,2022.0
156,PragaPonoc,Warszawa,2.0,16301.0,52.2648843,21.0273442,380000.0,1.0,30.0,1960.0
157,Podgorze Walerego Sawka,Krakow,1.0,24572.0,50.0242313,19.959569,749000.0,4.0,88.73,2020.0
158,Wochy Stare Wochy Czereniowa,Warszawa,2.0,16788.0,52.2319581,21.0067249,920000.0,3.0,81.0,2008.0
159,Stare Miasto Centrum,Poznan,3.0,1840.0,52.3601021,16.849834118146603,390000.0,1.0,40.0,2020.0
160,Podgorze ul dr Jana Piltza,Krakow,2.0,20700.0,50.0076191,19.8888826,660000.0,3.0,67.21,2021.0
161,Mokotow MARINA ul Rajska,Warszawa,1.0,6310.0,52.1923474,20.9893179,1404000.0,5.0,108.36,2007.0
162,Stare Miasto Naramowice ul Czarnucha,Poznan,0.0,1028.0,52.4499763,16.9527562,442105.2,4.0,64.92,2022.0
163,Debniki Ruczaj,Krakow,1.0,22470.0,50.0230156,19.9083637,994220.0,5.0,139.0,2022.0
164,Grzegorzki ul Fabryczna,Krakow,4.0,19901.0,50.058444,19.9702351,518665.0,1.0,35.77,2021.0
165,Ursynow Kobucka,Warszawa,3.0,13985.0,52.1599734,20.990916185264226,810000.0,3.0,69.78,2015.0
166,Targowek,Warszawa,5.0,14311.0,52.2751918,21.0580854,480000.0,2.0,50.7,1989.0
167,Nowa Huta Czyzyny os Zotej Jesieni,Krakow,2.0,20578.0,50.0921707,20.0255051,335000.0,1.0,38.0,1976.0
168,Wola Odolany,Warszawa,10.0,12407.0,52.2143854,20.9478636,959373.0,3.0,74.37,2021.0
169,Targowek Brodno Piotra Wysockiego,Warszawa,9.0,11312.0,52.2900258,21.0300729,315000.0,1.0,30.5,1974.0
170,PragaPoudnie ul ukowska 31,Warszawa,7.0,11032.0,52.23792595,21.09824680975332,649000.0,3.0,71.5,1987.0
171,Wola ul Marcina Kasprzaka,Warszawa,10.0,6814.0,52.227298450000006,20.953014207365527,360000.0,1.0,31.0,2021.0
172,Wawer Falenica,Warszawa,1.0,6642.0,52.1620483,21.2106772,629000.0,5.0,127.16,2020.0
173,Ochota,Warszawa,3.0,9397.0,52.212225,20.9726299,328500.0,2.0,24.0,1970.0
174,Grunwald azarz Marcina Kasprzaka,Poznan,0.0,1022.0,52.3886627,16.8908544,534900.0,3.0,60.99,1960.0
175,Mistrzejowice ul Piasta Koodzieja,Krakow,3.0,23342.0,50.0986433,20.0132206,409530.0,2.0,48.18,2022.0
176,Prsdnik Biay Dobrego Pasterza,Krakow,2.0,29450.0,50.08854595,19.95841912264688,610000.0,2.0,45.0,2019.0
177,Ochota ul Mstwicka,Warszawa,1.0,13436.0,52.2319581,21.0067249,1250000.0,4.0,94.4,2019.0
178,Nowa Huta Czyzyny Nowohucka 46,Krakow,2.0,30147.0,50.0558029,19.9993305,468966.0,3.0,49.89,2022.0
179,Prsdnik Czerwony Marka Eminowicza,Krakow,1.0,25162.0,50.0868616,19.9696987,1045000.0,4.0,200.0,1984.0
180,Wzgorza Krzesawickie ulGustawa Morcinka,Krakow,1.0,26744.0,50.1047809,20.0362743,436779.0,4.0,69.33,2022.0
181,Bielany Mociny Lekka,Warszawa,7.0,12535.0,52.2861129,20.9272115,745000.0,2.0,48.94,2020.0
182,Nowe Miasto Zawady Studzienna,Poznan,3.0,1750.0,52.4205511,16.9649872,489207.0,2.0,64.15,2021.0
183,BiezanowProkocim Biezanow Opalowa,Krakow,0.0,19094.0,50.021354,20.0519146,275855.0,2.0,44.5,2023.0
184,Grzegorzki ul Fabryczna,Krakow,4.0,28851.0,50.058444,19.9702351,1026066.0,3.0,83.42,2021.0
185,Wola ul Jozefa Bema,Warszawa,4.0,13910.0,52.2287779,20.959569831877182,849000.0,3.0,84.0,2003.0
186,Grunwald Gorczyn Jakuba Krauthofera,Poznan,0.0,4890.0,52.386959,16.890867471542784,265900.0,1.0,35.51,2021.0
187,Mokotow ul Jana III Sobieskiego,Warszawa,8.0,16426.0,52.1904607,21.0467831,393000.0,2.0,31.0,1980.0
188,Bielany ul Rudzka 5,Warszawa,5.0,7636.0,52.27851165,20.9734368,676300.0,2.0,52.89,2021.0
189,Bronowice ul Bronowicka,Krakow,3.0,20422.0,50.0778251,19.90068098696576,596646.0,2.0,46.98,2022.0
190,Wola,Warszawa,1.0,13539.0,52.2362379,20.9547815,898261.0,4.0,91.8,2021.0
191,Prsdnik Biay Azory ul Piotra Stachiewicza,Krakow,0.0,25603.0,50.0852974,19.9164193,315000.0,2.0,37.0,1968.0
192,Jezyce Winiary ul w Leonarda,Poznan,0.0,2747.0,52.4333637,16.911643474999998,390522.0,2.0,42.68,2020.0
193,agiewnikiBorek Faecki Borek Faecki Zywiecka,Krakow,4.0,20893.0,50.014117,19.9179187,399000.0,3.0,45.5,2020.0
194,Stare Miasto Centrum,Poznan,3.0,1331.0,52.3601021,16.849834118146603,1108000.0,5.0,187.8,1904.0
195,Prsdnik Czerwony ul Zenona Klemensiewicza,Krakow,1.0,26936.0,50.0814925,19.9500226,210000.0,1.0,13.3,2021.0
196,PragaPoudnie,Warszawa,4.0,6574.0,52.2373961,21.0712578,720000.0,3.0,69.0,1970.0
197,Wilanow Sarmacka,Warszawa,1.0,10078.0,52.1656517,21.0767961,1150000.0,3.0,93.2,2009.0
198,rodmiecie ul Grzybowska,Warszawa,6.0,13327.0,52.2357458,20.993720703559504,1299000.0,2.0,71.6,2004.0
199,Zoliborz,Warszawa,0.0,13678.0,52.2675944,20.9796975,1150000.0,3.0,70.85,2016.0
200,Podgorze Pana Tadeusza,Krakow,0.0,22388.0,50.0495539,19.9719694,466000.0,3.0,48.8,1970.0
201,Debniki Ruczaj,Krakow,1.0,27723.0,50.0230156,19.9083637,397992.0,2.0,43.26,2021.0
202,Jezyce Stanisawa Szczepanowskiego,Poznan,1.0,3942.0,52.4188529,16.8976818,538802.56,3.0,71.26,2021.0
203,Prsdnik Biay Szymona Zimorowicza,Krakow,4.0,21165.0,50.0950503,19.9284425,465000.0,3.0,49.02,2020.0
204,BiezanowProkocim Gornikow,Krakow,0.0,27099.0,50.021319,19.9953253,460000.0,2.0,46.3,2014.0
205,Nowa Huta Osiedle Urocze,Krakow,3.0,23702.0,50.0779373,20.0341341,350000.0,1.0,36.9,1956.0
206,Stare Miasto Winogrady,Poznan,0.0,124.0,52.4348647,16.9383531,455000.0,4.0,65.0,1980.0
207,Grzegorzki Olsza,Krakow,7.0,21886.0,50.0789773,19.9605879,330000.0,2.0,36.0,1980.0
208,Wilanow Miasteczo Wilanow ul Sarmacka,Warszawa,3.0,12870.0,52.1676858,21.0753396,1550000.0,4.0,119.48,2008.0
209,Wola,Warszawa,1.0,13511.0,52.2362379,20.9547815,1199000.0,3.0,70.0,2013.0
210,BiezanowProkocim ul Mariana Domagay,Krakow,4.0,28608.0,50.0219561,20.0509824,547470.0,4.0,71.1,2021.0
211,Podgorze Stare Podgorze ul Nadwilanska,Krakow,6.0,19851.0,50.0469432,19.997153435836697,2300000.0,3.0,86.6,2016.0
212,Bielany al Aleja Wadysawa Reymonta,Warszawa,10.0,6351.0,52.2743857,20.9376719,599000.0,3.0,56.0,1975.0
213,BiezanowProkocim Zocien Zocieniowa,Krakow,1.0,19689.0,50.0181408,20.0508626,611000.0,3.0,64.0,2018.0
214,rodmiecie rodmiecie Poudniowe ul Wilcza,Warszawa,4.0,11494.0,52.22519855,21.0179251538846,1159000.0,2.0,62.0,1936.0
215,Nowa Huta Czyzyny Sotysowska,Krakow,5.0,25836.0,50.0605887,20.0240353,495000.0,3.0,63.28,2021.0
216,Debniki gen Antoniego Jozefa Madalinskiego,Krakow,3.0,18901.0,50.0527679,19.9282413,1574937.0,2.0,63.0,2019.0
217,Grunwald Gorczyn ul Romana Dmowskiego,Poznan,3.0,5460.0,52.3817991,16.8916385,418900.0,2.0,59.79,2021.0
218,BiezanowProkocim Biezanow Agatowa,Krakow,4.0,20808.0,50.0225216,20.0481276,374344.0,2.0,51.0,2021.0
219,Wola Kolska 9,Warszawa,2.0,8869.0,52.2506604,20.9768777,538000.0,2.0,33.33,2019.0
220,Debniki ul Sandomierska,Krakow,3.0,19149.0,50.0517401,19.9311178,944760.0,3.0,78.73,2015.0
221,Targowek Trocka,Warszawa,2.0,14863.0,52.2753464,21.0554496,330000.0,1.0,36.0,1990.0
222,Stare Miasto Kazimierz,Krakow,1.0,19633.0,50.051855,19.9449466,1000000.0,3.0,78.7,1900.0
223,Mokotow Bokserska,Warszawa,5.0,13048.0,52.1696586,20.9970149,870000.0,3.0,90.0,2021.0
